id_pago,id_reserva,fecha_pago,monto,metodo_pago
9852,12958,2025-05-24 10:42:48,663.30,Transferencia
9853,16367,2025-05-24 10:40:22,429.92,PayPal
9854,35067,2025-05-24 10:43:20,322.93,Efectivo
9855,35861,2025-05-24 10:46:45,243.50,Tarjeta
9856,31382,2025-05-24 10:37:07,585.06,PayPal
9857,3485,2025-05-24 10:42:48,461.89,Efectivo
9858,14730,2025-05-24 10:45:44,772.06,Efectivo
9859,42482,2025-05-24 10:41:54,854.22,Tarjeta
9860,27936,2025-05-24 10:44:11,786.90,PayPal
9861,43317,2025-05-24 10:38:07,885.31,PayPal
9862,27687,2025-05-24 10:36:14,310.36,Efectivo
9863,33880,2025-05-24 10:35:53,881.27,Tarjeta
9864,32189,2025-05-24 10:47:17,571.73,Transferencia
9865,1110,2025-05-24 10:38:29,225.98,PayPal
9866,16733,2025-05-24 10:41:03,874.58,Tarjeta
9867,382,2025-05-24 10:40:20,833.15,Efectivo
9868,1802,2025-05-24 10:37:12,338.69,Transferencia
9869,19621,2025-05-24 10:35:40,706.71,PayPal
9870,25014,2025-05-24 10:38:09,384.31,Tarjeta
9871,10867,2025-05-24 10:37:21,781.03,Tarjeta
9872,10226,2025-05-24 10:38:36,692.85,Tarjeta
9873,23925,2025-05-24 10:38:10,491.13,Efectivo
9874,10326,2025-05-24 10:45:06,583.54,Transferencia
9875,31791,2025-05-24 10:38:22,217.48,Transferencia
9876,8218,2025-05-24 10:45:00,430.79,Transferencia
9877,38534,2025-05-24 10:38:35,517.48,Efectivo
9878,23496,2025-05-24 10:43:20,758.07,PayPal
9879,41343,2025-05-24 10:41:03,709.70,Transferencia
9880,22643,2025-05-24 10:47:01,697.42,PayPal
9881,26670,2025-05-24 10:43:58,274.87,PayPal
9882,25614,2025-05-24 10:39:55,425.32,PayPal
9883,990,2025-05-24 10:40:59,797.27,Efectivo
9884,28617,2025-05-24 10:36:30,290.05,Efectivo
9885,15634,2025-05-24 10:46:57,549.87,Tarjeta
9886,8095,2025-05-24 10:45:30,444.61,Tarjeta
9887,20425,2025-05-24 10:46:31,701.23,PayPal
9888,15437,2025-05-24 10:38:29,563.99,PayPal
9889,15960,2025-05-24 10:46:35,752.74,Transferencia
9890,22752,2025-05-24 10:37:51,766.19,Tarjeta
9891,25576,2025-05-24 10:38:20,349.52,Tarjeta
9892,4785,2025-05-24 10:41:13,255.03,PayPal
9893,2964,2025-05-24 10:38:01,679.32,Transferencia
9894,36073,2025-05-24 10:39:44,334.79,Efectivo
9895,13898,2025-05-24 10:40:24,847.87,Transferencia
9896,42407,2025-05-24 10:42:17,758.50,Efectivo
9897,2191,2025-05-24 10:45:50,510.30,Tarjeta
9898,32051,2025-05-24 10:42:12,545.14,PayPal
9899,3382,2025-05-24 10:42:53,382.81,Efectivo
9900,838,2025-05-24 10:42:58,430.86,PayPal
9901,44733,2025-05-24 10:43:54,563.92,Transferencia
9902,1187,2025-05-24 10:38:30,390.13,Efectivo
9903,3027,2025-05-24 10:38:17,211.23,Tarjeta
9904,29698,2025-05-24 10:37:53,303.52,Tarjeta
9905,39254,2025-05-24 10:44:15,351.96,PayPal
9906,7411,2025-05-24 10:40:08,360.20,PayPal
9907,31618,2025-05-24 10:38:37,217.87,Transferencia
9908,33276,2025-05-24 10:39:25,438.50,Transferencia
9909,4048,2025-05-24 10:45:12,559.44,PayPal
9910,29547,2025-05-24 10:37:39,227.51,PayPal
9911,33320,2025-05-24 10:45:51,830.16,PayPal
9912,8234,2025-05-24 10:46:13,412.80,PayPal
9913,36172,2025-05-24 10:36:52,667.55,PayPal
9914,37887,2025-05-24 10:41:03,696.55,Tarjeta
9915,26234,2025-05-24 10:46:05,531.29,Tarjeta
9916,26284,2025-05-24 10:46:48,377.53,Transferencia
9917,17711,2025-05-24 10:41:56,481.56,PayPal
9918,25063,2025-05-24 10:37:29,653.86,Tarjeta
9919,11291,2025-05-24 10:36:21,713.28,Tarjeta
9920,42868,2025-05-24 10:47:26,725.58,Efectivo
9921,33495,2025-05-24 10:46:19,295.30,Transferencia
9922,43980,2025-05-24 10:41:19,222.43,Tarjeta
9923,5028,2025-05-24 10:38:55,356.15,PayPal
9924,14591,2025-05-24 10:42:30,313.64,Transferencia
9925,36023,2025-05-24 10:39:12,257.58,Transferencia
9926,9454,2025-05-24 10:42:39,401.35,PayPal
9927,23579,2025-05-24 10:42:23,878.76,Efectivo
9928,14758,2025-05-24 10:45:29,371.43,Transferencia
9929,8628,2025-05-24 10:37:29,699.93,Efectivo
9930,13991,2025-05-24 10:45:18,841.42,Efectivo
9931,1751,2025-05-24 10:40:49,774.19,Tarjeta
9932,28324,2025-05-24 10:37:08,542.44,Transferencia
9933,4704,2025-05-24 10:38:36,731.47,Tarjeta
9934,38122,2025-05-24 10:46:35,674.85,PayPal
9935,1925,2025-05-24 10:40:17,872.43,PayPal
9936,37841,2025-05-24 10:41:45,833.80,Efectivo
9937,10065,2025-05-24 10:42:19,881.19,Efectivo
9938,19392,2025-05-24 10:43:15,366.04,Efectivo
9939,10517,2025-05-24 10:39:29,256.84,Tarjeta
9940,33504,2025-05-24 10:38:52,207.67,Efectivo
9941,3827,2025-05-24 10:46:25,594.28,Transferencia
9942,22007,2025-05-24 10:43:02,634.80,Efectivo
9943,23965,2025-05-24 10:44:19,705.08,Transferencia
9944,36432,2025-05-24 10:45:53,417.69,PayPal
9945,44436,2025-05-24 10:40:55,676.31,PayPal
9946,43225,2025-05-24 10:46:18,479.57,Transferencia
9947,31728,2025-05-24 10:37:56,413.48,Tarjeta
9948,675,2025-05-24 10:36:10,715.07,Transferencia
9949,19154,2025-05-24 10:46:49,288.20,PayPal
9950,42013,2025-05-24 10:47:13,667.00,Efectivo
9951,31411,2025-05-24 10:40:28,692.89,Tarjeta
9952,3866,2025-05-24 10:47:22,725.91,Efectivo
9953,26737,2025-05-24 10:38:34,333.49,Transferencia
9954,24114,2025-05-24 10:37:21,304.30,Transferencia
9955,38771,2025-05-24 10:47:22,449.48,Transferencia
9956,28928,2025-05-24 10:47:21,776.66,Efectivo
9957,32107,2025-05-24 10:45:06,366.71,Tarjeta
9958,33905,2025-05-24 10:38:25,795.34,Efectivo
9959,14071,2025-05-24 10:39:26,243.87,Tarjeta
9960,5164,2025-05-24 10:42:11,372.06,Tarjeta
9961,17928,2025-05-24 10:38:29,327.43,Efectivo
9962,23145,2025-05-24 10:46:56,688.21,Transferencia
9963,4849,2025-05-24 10:35:48,477.72,PayPal
9964,41513,2025-05-24 10:38:54,254.36,PayPal
9965,11475,2025-05-24 10:41:36,208.58,PayPal
9966,11265,2025-05-24 10:40:35,260.93,Tarjeta
9967,6612,2025-05-24 10:39:49,777.36,Transferencia
9968,17565,2025-05-24 10:42:39,544.86,Tarjeta
9969,42223,2025-05-24 10:36:31,723.03,Efectivo
9970,21073,2025-05-24 10:43:40,218.89,PayPal
9971,44903,2025-05-24 10:40:42,860.66,Efectivo
9972,11343,2025-05-24 10:45:22,322.39,PayPal
9973,11993,2025-05-24 10:36:15,692.54,Transferencia
9974,10832,2025-05-24 10:41:40,737.58,Transferencia
9975,40480,2025-05-24 10:42:46,410.23,PayPal
9976,41923,2025-05-24 10:41:26,388.08,Transferencia
9977,35203,2025-05-24 10:46:17,443.05,Tarjeta
9978,20191,2025-05-24 10:41:22,484.03,Transferencia
9979,18876,2025-05-24 10:38:55,850.39,Transferencia
9980,18782,2025-05-24 10:39:02,314.50,PayPal
9981,21072,2025-05-24 10:41:20,843.84,PayPal
9982,21632,2025-05-24 10:45:29,800.65,PayPal
9983,41727,2025-05-24 10:46:54,274.00,Tarjeta
9984,16415,2025-05-24 10:42:24,601.79,Transferencia
9985,1071,2025-05-24 10:42:11,868.80,Transferencia
9986,20708,2025-05-24 10:43:03,267.12,Efectivo
9987,40725,2025-05-24 10:42:54,591.76,Efectivo
9988,19787,2025-05-24 10:43:15,724.43,Transferencia
9989,33870,2025-05-24 10:43:11,613.94,Tarjeta
9990,27785,2025-05-24 10:41:30,549.22,PayPal
9991,25831,2025-05-24 10:46:52,231.65,Efectivo
9992,31018,2025-05-24 10:35:56,741.74,Transferencia
9993,9583,2025-05-24 10:39:58,399.25,PayPal
9994,12349,2025-05-24 10:42:04,717.23,PayPal
9995,10792,2025-05-24 10:40:42,229.13,PayPal
9996,75,2025-05-24 10:40:31,283.66,Transferencia
9997,7864,2025-05-24 10:46:32,789.30,Tarjeta
9998,7385,2025-05-24 10:38:47,660.91,Tarjeta
9999,15929,2025-05-24 10:37:12,590.52,PayPal
10000,24193,2025-05-24 10:41:46,789.38,Tarjeta
10001,39974,2025-05-24 10:41:56,706.77,Transferencia
10002,29546,2025-05-24 10:36:42,887.58,Efectivo
10003,30679,2025-05-24 10:45:35,373.16,Efectivo
10004,19057,2025-05-24 10:43:49,456.89,Tarjeta
10005,19856,2025-05-24 10:44:18,381.57,PayPal
10006,29208,2025-05-24 10:38:58,401.81,PayPal
10007,20395,2025-05-24 10:46:56,785.00,Tarjeta
10008,33792,2025-05-24 10:44:57,691.04,Tarjeta
10009,3888,2025-05-24 10:42:41,491.54,Efectivo
10010,20155,2025-05-24 10:44:31,481.85,Efectivo
10011,33758,2025-05-24 10:42:25,660.89,PayPal
10012,43434,2025-05-24 10:43:54,846.04,Efectivo
10013,5578,2025-05-24 10:42:46,769.79,PayPal
10014,10984,2025-05-24 10:46:23,317.18,Transferencia
10015,15572,2025-05-24 10:43:08,365.12,Tarjeta
10016,9935,2025-05-24 10:39:12,200.68,Transferencia
10017,1853,2025-05-24 10:38:29,416.14,Tarjeta
10018,12207,2025-05-24 10:43:32,676.53,Tarjeta
10019,18454,2025-05-24 10:37:31,468.37,Transferencia
10020,23064,2025-05-24 10:47:28,437.62,Tarjeta
10021,10708,2025-05-24 10:40:38,880.98,PayPal
10022,12244,2025-05-24 10:36:23,891.26,PayPal
10023,24910,2025-05-24 10:37:11,334.53,Efectivo
10024,17165,2025-05-24 10:43:28,472.11,Transferencia
10025,26527,2025-05-24 10:45:40,774.61,PayPal
10026,5396,2025-05-24 10:42:55,750.94,Tarjeta
10027,3999,2025-05-24 10:43:22,773.71,PayPal
10028,16481,2025-05-24 10:42:05,892.20,PayPal
10029,31485,2025-05-24 10:39:00,505.19,Efectivo
10030,10338,2025-05-24 10:37:44,772.27,Transferencia
10031,11060,2025-05-24 10:36:22,289.87,PayPal
10032,33307,2025-05-24 10:46:34,604.92,Efectivo
10033,6078,2025-05-24 10:45:39,421.58,PayPal
10034,37526,2025-05-24 10:41:10,244.65,Transferencia
10035,30359,2025-05-24 10:47:06,486.82,PayPal
10036,16750,2025-05-24 10:46:05,231.90,Tarjeta
10037,17416,2025-05-24 10:36:22,815.46,Transferencia
10038,13997,2025-05-24 10:46:13,304.65,Efectivo
10039,13262,2025-05-24 10:37:13,618.74,Tarjeta
10040,21571,2025-05-24 10:46:57,236.57,Efectivo
10041,12610,2025-05-24 10:43:47,247.10,Tarjeta
10042,8481,2025-05-24 10:37:46,257.42,Efectivo
10043,37211,2025-05-24 10:43:20,437.54,Efectivo
10044,14261,2025-05-24 10:45:23,739.79,Transferencia
10045,19752,2025-05-24 10:40:27,533.72,Efectivo
10046,25906,2025-05-24 10:40:27,222.97,Transferencia
10047,24156,2025-05-24 10:38:59,271.65,PayPal
10048,24880,2025-05-24 10:37:16,270.18,Transferencia
10049,14395,2025-05-24 10:45:32,820.66,PayPal
10050,11713,2025-05-24 10:40:55,311.25,Transferencia
10051,36826,2025-05-24 10:37:06,500.82,Tarjeta
10052,42724,2025-05-24 10:44:40,512.42,PayPal
10053,34948,2025-05-24 10:38:01,779.57,Transferencia
10054,2645,2025-05-24 10:41:39,757.22,Transferencia
10055,14353,2025-05-24 10:40:47,501.46,Transferencia
10056,4449,2025-05-24 10:36:59,492.35,Transferencia
10057,675,2025-05-24 10:38:00,308.00,Transferencia
10058,14460,2025-05-24 10:39:47,355.73,Tarjeta
10059,39466,2025-05-24 10:35:50,277.04,PayPal
10060,8803,2025-05-24 10:38:12,335.42,Tarjeta
10061,42143,2025-05-24 10:45:44,599.74,PayPal
10062,28494,2025-05-24 10:43:02,362.13,Tarjeta
10063,19733,2025-05-24 10:46:18,444.90,PayPal
10064,67,2025-05-24 10:39:24,224.58,Tarjeta
10065,44042,2025-05-24 10:40:36,757.88,PayPal
10066,44531,2025-05-24 10:42:27,274.51,PayPal
10067,5881,2025-05-24 10:36:48,314.23,Efectivo
10068,1042,2025-05-24 10:44:15,762.21,Transferencia
10069,23688,2025-05-24 10:39:09,510.69,Transferencia
10070,38401,2025-05-24 10:39:11,633.48,Efectivo
10071,17448,2025-05-24 10:36:46,553.93,Tarjeta
10072,16528,2025-05-24 10:41:02,734.85,Efectivo
10073,29687,2025-05-24 10:46:28,590.20,PayPal
10074,6556,2025-05-24 10:38:24,414.22,Efectivo
10075,11080,2025-05-24 10:40:41,846.02,Efectivo
10076,5730,2025-05-24 10:37:41,488.30,PayPal
10077,18529,2025-05-24 10:39:48,664.45,Tarjeta
10078,27348,2025-05-24 10:46:44,678.18,Efectivo
10079,31416,2025-05-24 10:37:18,834.96,Tarjeta
10080,2644,2025-05-24 10:41:30,662.59,Efectivo
10081,10231,2025-05-24 10:46:33,595.35,Transferencia
10082,10168,2025-05-24 10:47:23,640.87,PayPal
10083,40736,2025-05-24 10:38:38,621.86,Transferencia
10084,14537,2025-05-24 10:37:29,341.46,Transferencia
10085,16066,2025-05-24 10:46:33,452.80,PayPal
10086,37080,2025-05-24 10:40:25,478.26,Tarjeta
10087,39113,2025-05-24 10:44:15,594.53,Tarjeta
10088,18342,2025-05-24 10:40:27,738.01,Efectivo
10089,4739,2025-05-24 10:44:38,258.47,PayPal
10090,43664,2025-05-24 10:35:45,565.31,Tarjeta
10091,41732,2025-05-24 10:37:54,321.83,PayPal
10092,25874,2025-05-24 10:38:54,371.05,Efectivo
10093,11119,2025-05-24 10:43:53,773.39,Transferencia
10094,16959,2025-05-24 10:37:47,657.78,PayPal
10095,42364,2025-05-24 10:42:31,702.85,Efectivo
10096,3591,2025-05-24 10:38:22,596.69,PayPal
10097,18415,2025-05-24 10:42:36,781.13,Tarjeta
10098,81,2025-05-24 10:44:48,448.32,Efectivo
10099,38791,2025-05-24 10:37:20,792.02,Transferencia
10100,38464,2025-05-24 10:36:38,812.76,Efectivo
10101,9,2025-05-24 10:47:33,292.15,Transferencia
10102,501,2025-05-24 10:42:48,542.64,PayPal
10103,15199,2025-05-24 10:40:17,238.16,Efectivo
10104,12034,2025-05-24 10:46:59,641.97,Tarjeta
10105,23167,2025-05-24 10:45:08,818.97,Tarjeta
10106,38687,2025-05-24 10:37:52,530.25,Efectivo
10107,6108,2025-05-24 10:41:09,858.93,Transferencia
10108,42996,2025-05-24 10:39:06,565.71,PayPal
10109,34452,2025-05-24 10:43:23,704.34,PayPal
10110,31027,2025-05-24 10:45:25,797.96,Tarjeta
10111,31677,2025-05-24 10:43:07,351.17,Tarjeta
10112,5004,2025-05-24 10:46:12,521.72,Efectivo
10113,21792,2025-05-24 10:40:19,409.90,Efectivo
10114,24936,2025-05-24 10:38:26,375.29,Transferencia
10115,1199,2025-05-24 10:35:57,575.21,Tarjeta
10116,1722,2025-05-24 10:47:06,660.86,Tarjeta
10117,1808,2025-05-24 10:45:47,709.39,PayPal
10118,21917,2025-05-24 10:40:47,255.33,Efectivo
10119,5471,2025-05-24 10:46:08,858.83,Efectivo
10120,20513,2025-05-24 10:36:32,893.32,Tarjeta
10121,25097,2025-05-24 10:45:18,708.00,Transferencia
10122,2386,2025-05-24 10:37:16,269.16,Tarjeta
10123,8708,2025-05-24 10:35:37,603.78,Efectivo
10124,17182,2025-05-24 10:39:13,394.65,Transferencia
10125,1703,2025-05-24 10:41:31,759.45,Tarjeta
10126,39516,2025-05-24 10:36:52,477.94,Transferencia
10127,11412,2025-05-24 10:43:49,371.26,Tarjeta
10128,17148,2025-05-24 10:36:36,309.99,Efectivo
10129,19473,2025-05-24 10:46:53,663.30,Transferencia
10130,4842,2025-05-24 10:42:57,457.39,Transferencia
10131,29437,2025-05-24 10:35:48,382.20,Efectivo
10132,24203,2025-05-24 10:47:20,354.78,PayPal
10133,34749,2025-05-24 10:42:49,570.65,Tarjeta
10134,24565,2025-05-24 10:43:57,745.10,PayPal
10135,15155,2025-05-24 10:39:43,212.47,Efectivo
10136,25789,2025-05-24 10:42:05,701.56,Efectivo
10137,32454,2025-05-24 10:45:32,589.36,Efectivo
10138,19812,2025-05-24 10:43:27,655.25,PayPal
10139,5420,2025-05-24 10:37:43,625.62,Tarjeta
10140,33709,2025-05-24 10:36:48,254.20,PayPal
10141,17720,2025-05-24 10:38:10,435.62,Transferencia
10142,35453,2025-05-24 10:40:36,647.64,Efectivo
10143,37966,2025-05-24 10:43:47,825.77,Efectivo
10144,8108,2025-05-24 10:42:06,497.98,Transferencia
10145,30192,2025-05-24 10:44:54,397.62,PayPal
10146,8074,2025-05-24 10:38:06,403.95,PayPal
10147,17981,2025-05-24 10:46:03,659.73,Tarjeta
10148,43225,2025-05-24 10:42:33,593.56,Efectivo
10149,5552,2025-05-24 10:46:22,695.19,PayPal
10150,6695,2025-05-24 10:37:01,443.03,PayPal
10151,16443,2025-05-24 10:43:07,579.52,PayPal
10152,26367,2025-05-24 10:42:52,785.97,Efectivo
10153,30260,2025-05-24 10:38:44,476.46,Transferencia
10154,36381,2025-05-24 10:38:00,785.61,Tarjeta
10155,13251,2025-05-24 10:36:46,717.89,Transferencia
10156,2924,2025-05-24 10:42:00,523.09,Tarjeta
10157,43420,2025-05-24 10:46:54,786.82,Tarjeta
10158,40161,2025-05-24 10:39:19,763.87,PayPal
10159,16752,2025-05-24 10:47:18,563.01,Efectivo
10160,593,2025-05-24 10:46:17,719.31,Tarjeta
10161,8242,2025-05-24 10:41:45,845.15,PayPal
10162,7095,2025-05-24 10:47:21,481.57,Transferencia
10163,41721,2025-05-24 10:36:15,431.85,Tarjeta
10164,3154,2025-05-24 10:43:50,506.69,Tarjeta
10165,31288,2025-05-24 10:42:55,501.51,Efectivo
10166,37941,2025-05-24 10:45:37,308.57,Tarjeta
10167,42176,2025-05-24 10:36:47,684.93,Efectivo
10168,32416,2025-05-24 10:38:41,759.88,Transferencia
10169,8259,2025-05-24 10:46:29,871.81,Transferencia
10170,6645,2025-05-24 10:43:08,779.97,Transferencia
10171,6792,2025-05-24 10:45:59,722.50,Transferencia
10172,27985,2025-05-24 10:45:17,397.62,Tarjeta
10173,18306,2025-05-24 10:38:56,591.68,PayPal
10174,17478,2025-05-24 10:45:49,457.73,Transferencia
10175,7154,2025-05-24 10:40:02,616.76,PayPal
10176,5749,2025-05-24 10:45:03,880.51,PayPal
10177,12906,2025-05-24 10:38:11,581.38,PayPal
10178,34659,2025-05-24 10:46:10,711.20,Transferencia
10179,25787,2025-05-24 10:44:20,836.02,PayPal
10180,38724,2025-05-24 10:41:47,578.53,Transferencia
10181,35648,2025-05-24 10:44:13,298.73,Tarjeta
10182,8287,2025-05-24 10:41:09,543.88,PayPal
10183,20747,2025-05-24 10:46:05,372.64,Tarjeta
10184,10616,2025-05-24 10:38:45,675.27,PayPal
10185,38255,2025-05-24 10:46:14,276.69,Efectivo
10186,24072,2025-05-24 10:43:31,752.75,PayPal
10187,17144,2025-05-24 10:44:27,605.18,Efectivo
10188,41250,2025-05-24 10:38:16,442.95,PayPal
10189,26571,2025-05-24 10:39:36,503.83,Transferencia
10190,2095,2025-05-24 10:37:18,268.29,PayPal
10191,16942,2025-05-24 10:36:47,568.93,PayPal
10192,37075,2025-05-24 10:44:48,682.98,PayPal
10193,25169,2025-05-24 10:44:53,689.99,Transferencia
10194,8821,2025-05-24 10:39:38,652.30,Transferencia
10195,42681,2025-05-24 10:41:02,362.73,Transferencia
10196,43805,2025-05-24 10:38:06,718.56,PayPal
10197,16320,2025-05-24 10:35:39,725.82,Efectivo
10198,13021,2025-05-24 10:41:23,414.55,Tarjeta
10199,36823,2025-05-24 10:38:17,696.16,Tarjeta
10200,9730,2025-05-24 10:46:01,504.65,Transferencia
10201,40631,2025-05-24 10:43:37,247.45,Transferencia
10202,8310,2025-05-24 10:38:26,497.83,Tarjeta
10203,17189,2025-05-24 10:36:35,290.95,Tarjeta
10204,12982,2025-05-24 10:41:10,890.60,Transferencia
10205,17907,2025-05-24 10:39:14,534.93,Transferencia
10206,11200,2025-05-24 10:41:23,690.39,PayPal
10207,17364,2025-05-24 10:45:07,238.59,Tarjeta
10208,7024,2025-05-24 10:37:08,335.78,Efectivo
10209,25333,2025-05-24 10:47:14,755.97,PayPal
10210,42553,2025-05-24 10:42:23,789.97,PayPal
10211,10177,2025-05-24 10:39:36,636.15,Transferencia
10212,17265,2025-05-24 10:46:15,564.86,Efectivo
10213,24826,2025-05-24 10:37:23,268.65,Efectivo
10214,4368,2025-05-24 10:46:17,626.88,PayPal
10215,15823,2025-05-24 10:44:29,319.50,Efectivo
10216,36518,2025-05-24 10:44:20,418.38,PayPal
10217,32633,2025-05-24 10:42:50,389.81,PayPal
10218,29821,2025-05-24 10:45:18,684.01,Efectivo
10219,29509,2025-05-24 10:44:52,557.28,Transferencia
10220,19440,2025-05-24 10:42:30,801.98,Tarjeta
10221,13578,2025-05-24 10:43:39,838.50,Tarjeta
10222,39891,2025-05-24 10:40:54,387.56,Tarjeta
10223,26019,2025-05-24 10:47:26,700.04,Efectivo
10224,30220,2025-05-24 10:37:15,892.26,PayPal
10225,25320,2025-05-24 10:47:06,728.24,Transferencia
10226,41970,2025-05-24 10:39:48,326.26,PayPal
10227,11545,2025-05-24 10:42:26,346.45,Efectivo
10228,17635,2025-05-24 10:43:13,567.29,Efectivo
10229,32655,2025-05-24 10:38:29,205.98,Efectivo
10230,1859,2025-05-24 10:38:03,280.21,Tarjeta
10231,43011,2025-05-24 10:42:41,369.05,Tarjeta
10232,43302,2025-05-24 10:40:46,477.87,Efectivo
10233,44509,2025-05-24 10:42:35,712.68,Efectivo
10234,29063,2025-05-24 10:39:39,211.05,PayPal
10235,34833,2025-05-24 10:46:27,597.25,PayPal
10236,3377,2025-05-24 10:36:12,472.76,Transferencia
10237,35718,2025-05-24 10:35:47,420.58,PayPal
10238,40586,2025-05-24 10:43:47,637.87,PayPal
10239,15836,2025-05-24 10:36:34,203.12,Tarjeta
10240,1317,2025-05-24 10:45:50,542.35,PayPal
10241,30971,2025-05-24 10:38:13,516.75,PayPal
10242,40299,2025-05-24 10:41:40,890.93,Transferencia
10243,40685,2025-05-24 10:41:39,386.19,Efectivo
10244,2199,2025-05-24 10:41:16,642.56,Tarjeta
10245,78,2025-05-24 10:37:23,514.42,PayPal
10246,27878,2025-05-24 10:41:56,670.71,Efectivo
10247,23054,2025-05-24 10:39:16,496.59,Tarjeta
10248,33876,2025-05-24 10:39:53,881.54,Tarjeta
10249,17339,2025-05-24 10:46:00,652.66,Tarjeta
10250,21754,2025-05-24 10:42:02,673.39,PayPal
10251,44855,2025-05-24 10:38:26,605.06,Tarjeta
10252,23942,2025-05-24 10:43:28,304.53,Efectivo
10253,32369,2025-05-24 10:45:18,217.92,PayPal
10254,4336,2025-05-24 10:36:29,286.39,Efectivo
10255,43967,2025-05-24 10:42:21,492.24,Efectivo
10256,2832,2025-05-24 10:45:35,855.48,Transferencia
10257,2926,2025-05-24 10:41:43,426.03,Tarjeta
10258,31313,2025-05-24 10:46:35,569.67,PayPal
10259,11945,2025-05-24 10:40:59,672.32,PayPal
10260,15841,2025-05-24 10:46:16,494.24,PayPal
10261,1248,2025-05-24 10:40:35,448.79,Efectivo
10262,42011,2025-05-24 10:36:56,399.01,Efectivo
10263,41777,2025-05-24 10:44:52,472.89,Efectivo
10264,13827,2025-05-24 10:36:35,898.09,Efectivo
10265,18661,2025-05-24 10:45:59,267.64,PayPal
10266,3753,2025-05-24 10:37:44,595.10,Efectivo
10267,11548,2025-05-24 10:47:03,281.75,PayPal
10268,38208,2025-05-24 10:42:07,463.96,Efectivo
10269,29896,2025-05-24 10:38:09,790.99,Transferencia
10270,36814,2025-05-24 10:39:02,855.76,Efectivo
10271,15550,2025-05-24 10:41:33,409.96,PayPal
10272,18729,2025-05-24 10:39:41,546.72,Transferencia
10273,6085,2025-05-24 10:46:33,831.20,Tarjeta
10274,39083,2025-05-24 10:38:58,278.05,Efectivo
10275,6670,2025-05-24 10:35:58,525.60,PayPal
10276,20340,2025-05-24 10:41:56,225.56,Efectivo
10277,29362,2025-05-24 10:45:50,258.66,Efectivo
10278,26114,2025-05-24 10:43:34,284.24,Tarjeta
10279,27764,2025-05-24 10:46:50,285.52,PayPal
10280,15418,2025-05-24 10:42:26,668.23,Efectivo
10281,4229,2025-05-24 10:43:52,677.43,Tarjeta
10282,26225,2025-05-24 10:46:31,683.09,Tarjeta
10283,13668,2025-05-24 10:45:53,549.19,Efectivo
10284,30399,2025-05-24 10:37:50,562.13,Transferencia
10285,24827,2025-05-24 10:42:01,571.50,PayPal
10286,33369,2025-05-24 10:35:40,783.82,Tarjeta
10287,17894,2025-05-24 10:40:37,783.91,Efectivo
10288,11284,2025-05-24 10:41:06,879.23,Tarjeta
10289,35355,2025-05-24 10:39:17,596.16,PayPal
10290,7939,2025-05-24 10:37:59,834.59,Tarjeta
10291,3219,2025-05-24 10:38:36,482.48,Transferencia
10292,21037,2025-05-24 10:44:38,665.13,Transferencia
10293,41236,2025-05-24 10:39:58,614.12,PayPal
10294,37230,2025-05-24 10:41:11,703.84,Tarjeta
10295,11207,2025-05-24 10:38:04,765.35,Transferencia
10296,34479,2025-05-24 10:37:21,731.44,Tarjeta
10297,32859,2025-05-24 10:47:19,705.54,Tarjeta
10298,32921,2025-05-24 10:43:06,610.79,Transferencia
10299,15990,2025-05-24 10:46:05,271.42,Tarjeta
10300,39391,2025-05-24 10:42:03,806.60,PayPal
10301,20419,2025-05-24 10:44:07,846.16,Tarjeta
10302,17297,2025-05-24 10:38:36,530.57,Transferencia
10303,23917,2025-05-24 10:36:51,750.18,Efectivo
10304,22183,2025-05-24 10:37:32,794.22,Tarjeta
10305,17961,2025-05-24 10:45:06,454.89,Tarjeta
10306,42374,2025-05-24 10:39:20,726.04,Tarjeta
10307,3477,2025-05-24 10:47:34,418.83,Transferencia
10308,6944,2025-05-24 10:42:09,324.22,Tarjeta
10309,41271,2025-05-24 10:37:36,553.71,Transferencia
10310,32977,2025-05-24 10:47:11,277.01,Tarjeta
10311,12711,2025-05-24 10:45:35,778.29,PayPal
10312,44783,2025-05-24 10:45:17,647.20,PayPal
10313,18329,2025-05-24 10:38:59,383.26,Transferencia
10314,24411,2025-05-24 10:46:04,390.84,Tarjeta
10315,31848,2025-05-24 10:44:46,614.33,PayPal
10316,17234,2025-05-24 10:42:50,826.90,Transferencia
10317,19927,2025-05-24 10:40:58,205.14,PayPal
10318,13339,2025-05-24 10:42:27,329.92,Transferencia
10319,26536,2025-05-24 10:39:57,655.86,PayPal
10320,3479,2025-05-24 10:45:42,511.53,Efectivo
10321,28199,2025-05-24 10:35:40,527.86,PayPal
10322,3549,2025-05-24 10:44:41,894.00,Efectivo
10323,21760,2025-05-24 10:39:45,248.97,Transferencia
10324,16567,2025-05-24 10:39:54,418.33,Transferencia
10325,12039,2025-05-24 10:42:55,630.89,Transferencia
10326,36018,2025-05-24 10:47:19,315.10,Transferencia
10327,7706,2025-05-24 10:37:55,312.62,Efectivo
10328,35914,2025-05-24 10:43:55,727.45,Transferencia
10329,33557,2025-05-24 10:38:16,347.77,Efectivo
10330,22220,2025-05-24 10:41:17,284.04,Transferencia
10331,28338,2025-05-24 10:46:52,780.74,PayPal
10332,21855,2025-05-24 10:44:44,336.04,Transferencia
10333,43533,2025-05-24 10:42:32,440.68,Transferencia
